driverId,week,hours-logged,miles-logged
10,26,50,3700
85,36,74,200
28,38,66,3500
58,19,77,300
75,43,69,800
104,32,57,200
14,28,59,1300
70,18,56,3600
57,39,59,3000
28,5,60,700
70,33,55,100
108,50,55,0
90,10,71,600
49,35,72,3500
25,23,61,800
103,51,56,2900
99,50,64,300
29,8,79,2500
64,41,67,3400
25,12,70,3200
17,47,63,2800
46,28,60,1700
14,17,56,2300
106,25,80,1600
18,19,61,1200
100,44,60,800
99,24,61,2300
28,4,66,2100
90,31,78,2500
72,14,69,900
88,24,76,3300
24,1,58,500
36,7,80,1100
89,51,59,1800
85,41,52,4000
49,39,74,1600
64,13,62,1900
80,38,51,3500
106,28,78,2800
101,26,55,400
14,41,66,2400
94,38,52,100
95,41,80,500
59,6,76,2800
20,29,59,1500
109,2,71,3000
12,23,53,700
73,28,73,2300
95,32,64,1100
41,10,76,1800
10,49,77,3100
21,17,64,2100
81,47,62,3000
62,40,59,1800
61,3,78,2800
80,38,51,3000
59,41,68,3600
65,31,55,3300
103,23,51,1700
51,48,68,2100
94,45,67,3800
102,40,69,2800
41,28,67,3200
34,13,55,4000
64,7,63,2200
79,8,78,900
86,15,71,2300
15,2,72,1900
14,22,72,3300
33,35,63,2200
33,14,53,600
107,23,50,3300
36,33,70,3400
97,2,55,1000
27,23,73,2600
98,47,66,300
10,4,68,3800
35,46,68,200
46,2,80,800
74,18,77,1500
82,14,73,1000
76,45,68,2600
16,41,80,1600
42,40,71,2400
77,1,51,1500
49,45,67,3800
46,49,80,500
54,36,73,200
64,35,60,2600
26,43,62,1800
11,38,65,3100
31,28,61,3100
83,17,77,2200
80,25,53,900
46,1,51,2500
29,6,55,500
25,23,79,3900
66,6,50,1600
80,26,74,3800
101,11,65,1700
41,33,65,4000
14,30,68,2700
37,16,72,2100
59,23,74,1200
23,9,80,2500
29,47,70,3200
60,45,62,2300
66,14,56,100
65,28,77,3900
94,12,68,1700
64,12,80,500
52,37,76,0
69,34,68,3200
91,21,63,700
80,37,74,2600
62,38,60,3200
69,49,70,4000
105,42,50,1300
109,11,58,3900
51,44,68,3900
96,48,77,2300
27,42,70,2000
59,5,74,2200
92,19,66,600
95,29,60,1400
24,7,73,1300
11,22,80,200
61,5,52,1700
67,42,60,3000
45,41,50,1900
68,22,78,700
16,10,68,200
23,2,70,400
61,8,69,3200
63,1,62,500
89,48,57,400
83,52,61,200
72,13,76,2900
69,28,77,1700
94,32,61,1900
64,26,75,3600
99,3,76,900
22,7,59,3000
18,40,52,2800
93,8,60,500
30,7,52,2600
24,43,57,3700
59,6,53,3700
85,48,72,3900
49,22,80,400
99,48,73,3300
90,8,61,1300
11,37,71,3700
19,1,52,300
108,23,55,3700
69,42,57,1400
27,44,60,2600
81,6,70,900
70,32,67,2700
104,25,72,4000
106,27,55,100
40,12,64,2200
101,29,55,1000
16,3,51,2300
56,31,76,500
71,1,51,2000
96,7,62,500
75,20,60,400
63,15,51,2700
76,17,64,3700
38,39,50,1300
74,42,62,1300
24,35,65,500
31,25,51,1100
79,30,79,2700
58,48,57,2900
107,44,57,3100
90,43,60,3500
10,48,78,3600
106,44,76,3000
79,3,57,2400
52,6,72,700
49,52,51,2400
71,50,52,3500
109,19,55,1500
80,2,50,3500
107,6,78,1400
37,46,72,1300
33,16,61,1500
85,29,67,3100
22,39,51,2500
107,51,65,1700
45,24,72,1600
52,8,74,1800
61,1,54,2900
105,3,51,1000
56,24,78,200
22,5,58,4000
26,38,80,1100
43,39,55,1100
55,3,69,1900
10,3,80,1700
15,43,66,2700
75,36,59,1700
29,10,55,600
21,40,53,1900
91,11,50,3700
40,48,55,1200
32,39,64,2700
57,19,71,1600
60,6,50,100
74,8,56,3900
37,29,64,2600
96,5,66,3800
61,32,61,200
50,23,58,2400
46,38,71,400
36,24,76,400
97,48,75,2800
53,35,69,2000
29,50,69,400
60,32,60,2000
27,29,72,2400
59,13,57,2000
13,43,65,1500
24,13,53,2500
73,50,79,3900
81,51,68,2400
71,45,76,1100
77,43,74,4000
51,19,78,2300
79,7,72,2600
21,38,52,1300
102,35,73,3000
101,32,55,2500
83,30,61,3900
83,45,53,2400
76,28,69,4000
93,16,60,2900
47,22,77,3000
29,29,50,600
22,33,67,2200
52,31,73,3300
55,37,71,2400
78,41,67,2800
65,27,60,2300
92,17,56,3400
63,37,66,2200
37,46,63,600
76,1,61,1600
84,10,66,1100
99,51,69,800
96,1,70,4000
40,11,60,1600
60,35,51,2900
92,52,57,2700
46,23,52,500
16,5,56,2300
52,34,50,1200
104,24,79,2000
22,36,77,1000
91,34,66,3700
65,11,68,400
32,10,70,2700
29,37,70,1700
52,3,60,800
67,29,74,1400
99,9,60,700
82,3,77,3300
15,49,75,3600
40,44,65,2300
102,40,68,3700
93,38,76,1600
63,21,72,1100
31,6,58,3400
17,52,57,2900
60,40,64,300
19,15,53,1500
20,24,55,2100
70,19,71,1100
57,36,69,2300
82,45,76,3800
11,19,51,200
24,36,68,1700
39,26,61,1900
92,8,58,500
92,34,69,600
40,42,62,300
40,26,51,3900
105,19,75,3400
94,24,51,3300
72,31,59,3200
86,34,58,3300
97,16,58,3500
64,44,79,3000
37,48,50,100
15,46,66,700
81,19,54,3800
65,19,76,1400
67,52,62,1500
28,23,50,1800
107,39,79,800
56,27,54,1400
87,34,68,2500
33,40,78,3800
83,12,51,400
72,33,65,3700
51,2,74,3200
109,46,53,1600
77,45,64,700
30,43,79,700
104,15,66,2900
82,12,58,3900
17,23,60,800
41,52,53,2900
34,42,52,2000
31,22,65,3000
100,41,80,1800
89,21,56,3200
50,24,55,2300
23,19,77,1800
29,36,59,700
87,19,63,1000
14,13,61,1100
69,15,74,200
57,14,65,3900
82,38,75,3500
45,27,67,1200
69,22,70,3200
35,13,51,1700
19,51,54,600
44,36,77,2400
81,8,74,3300
106,3,70,1500
49,41,71,3800
104,45,67,1900
26,11,51,2000
96,1,62,3900
64,35,71,2100
69,5,71,200
96,9,54,2000
60,48,54,200
31,50,65,1600
101,25,75,1400
65,21,60,1200
52,8,54,2800
35,28,63,600
70,37,53,3300
43,20,53,300
90,21,74,600
29,25,50,3000
97,22,74,2700
76,33,69,0
96,30,64,1400
98,43,63,2300
52,28,55,600
93,7,60,3800
75,41,54,900
101,13,70,4000
86,16,67,4000
64,47,79,900
88,37,80,2600
109,2,57,3100
33,35,79,2100
32,7,75,4000
26,22,57,300
74,39,68,1300
104,23,65,2800
108,21,56,3400
91,22,70,300
34,26,58,900
100,7,50,1000
88,20,54,1700
83,15,56,1600
102,25,50,2800
46,33,72,1700
63,3,72,200
46,24,67,200
87,51,50,600
64,22,68,1800
41,31,60,1700
41,9,56,3400
66,2,50,3700
107,51,68,2900
15,3,58,3300
17,35,72,600
98,47,76,1800
33,20,59,700
38,17,63,1800
76,43,80,500
19,39,74,400
34,4,77,2200
38,23,55,400
46,49,52,1500
12,3,77,2600
50,10,58,3500
104,21,80,3400
13,40,78,4000
36,16,74,2400
83,43,73,2000
85,14,80,3200
57,52,69,500
83,25,59,1000
25,42,80,2100
28,20,53,800
103,3,77,1900
17,17,67,3200
44,16,72,3300
44,52,67,3200
85,41,61,1200
18,8,51,400
46,41,65,1700
22,52,51,3200
92,15,59,1400
107,52,72,3200
30,42,76,1800
94,45,51,3900
40,16,57,3200
67,26,68,3300
67,20,69,0
53,48,55,3500
49,46,72,3300
82,35,56,1500
38,4,67,3300
94,42,58,3300
16,2,76,3800
84,1,58,200
12,33,71,800
26,27,54,100
107,35,73,2200
47,29,79,2900
83,29,69,2900
54,14,55,3100
48,27,55,2400
18,37,65,1800
103,15,67,2400
17,23,79,3300
95,33,78,600
40,28,76,300
16,27,72,3600
45,48,55,2500
100,5,69,3000
19,37,68,2400
78,45,51,400
66,42,76,1300
62,7,63,3200
42,21,72,800
17,34,62,600
58,24,75,3200
29,7,57,2500
64,32,73,2200
94,17,53,600
33,24,77,2500
49,45,68,1500
96,28,52,3600
103,22,62,3200
34,43,65,500
107,40,54,2600
10,32,63,1000
12,1,63,2200
73,44,69,700
32,22,66,2400
71,51,77,3200
12,47,56,1600
18,32,54,2100
32,52,71,1100
98,41,79,200
43,7,61,4000
100,5,52,2300
58,1,53,1800
63,45,55,300
21,44,64,500
101,46,66,3700
94,38,70,1400
25,17,65,900
84,30,72,1600
28,34,62,1300
84,3,63,2500
57,42,51,1500
95,22,61,2700
70,30,66,2000
71,27,80,500
83,35,70,700
21,32,67,2900
101,47,53,2200
50,14,58,1300
36,52,56,200
102,44,51,600
38,17,54,1400
97,5,76,800
100,24,53,3000
61,51,70,2600
31,21,61,400
85,44,64,400
99,30,55,1700
69,28,50,3500
15,31,68,2000
13,12,60,2700
58,29,78,2600
31,37,61,1100
33,28,56,200
54,26,52,200
20,11,75,2500
43,23,67,3300
68,35,61,1600
21,22,58,2300
30,5,59,1100
33,39,73,1500
75,27,50,2400
30,39,79,3600
73,48,70,1200
13,30,69,1900
20,42,69,4000
36,39,66,100
104,23,70,700
36,12,72,3200
73,39,67,1600
34,23,56,800
72,11,74,3700
96,24,65,800
21,51,79,1200
21,26,78,2600
107,23,62,2800
27,52,51,2400
44,15,62,1700
52,21,71,2000
26,52,77,3500
76,32,65,3800
68,48,63,400
60,42,56,2000
67,29,57,3700
107,34,72,2700
104,22,70,3000
85,4,71,600
34,4,61,2700
91,47,63,2600
26,24,54,2900
68,19,79,3200
24,37,68,400
87,22,80,3700
37,12,67,100
28,31,52,1100
52,15,77,3100
25,34,70,3200
93,29,72,2300
22,23,75,2700
80,23,62,500
30,40,56,2000
34,42,76,2200
71,35,77,600
17,7,72,500
38,11,59,3000
43,41,73,3000
95,49,57,0
59,34,59,2500
62,27,80,3000
39,41,50,3500
83,20,63,2000
33,16,61,900
94,18,77,2500
100,18,77,2400
58,23,52,3700
68,36,80,3500
12,38,61,1200
32,40,71,3400
31,21,73,900
49,45,54,2000
86,36,78,1300
91,33,76,3300
46,11,56,300
36,15,52,3100
103,16,62,900
41,28,65,900
45,33,60,3800
34,33,64,500
59,19,65,500
51,22,80,2100
44,28,68,1900
51,11,62,900
20,25,71,3200
102,31,70,2900
58,41,51,1400
99,17,71,1400
38,30,51,3300
79,47,77,800
65,20,58,3400
78,52,54,1400
37,43,58,400
57,43,63,800
50,42,79,200
96,12,75,400
18,51,80,100
66,4,62,600
83,51,63,3100
106,17,67,3900
105,26,69,3200
63,14,56,2300
102,22,59,2300
104,4,50,700
53,30,67,2400
60,32,54,3400
19,7,65,2400
24,47,66,3600
78,50,78,2000
14,49,77,2900
98,21,68,3800
107,37,66,600
104,44,78,400
20,39,68,0
39,15,53,300
10,29,61,1400
74,37,67,3400
85,51,66,1400
11,4,61,1100
23,38,77,2200
86,28,59,600
39,30,75,3600
72,49,74,400
92,26,80,3000
99,2,57,2300
69,44,59,200
12,32,78,2700
68,44,68,3800
97,50,79,3500
31,19,65,2700
54,48,50,2100
102,27,68,2400
53,18,74,1900
28,27,75,3500
76,33,74,3800
33,22,69,1800
55,10,67,4000
17,30,72,3600
63,41,65,2900
102,30,60,3200
46,43,74,3500
75,29,54,2200
80,21,71,1900
102,38,77,200
36,25,70,3200
28,1,73,400
30,27,67,1300
81,29,50,2600
67,18,71,1300
66,46,52,2900
108,26,77,2200
89,35,64,900
30,46,58,1700
60,31,75,3800
104,2,52,200
16,8,58,3500
87,22,68,3800
15,10,67,1000
75,2,60,600
79,47,64,2700
22,43,72,2700
72,44,55,2000
13,44,79,400
63,23,79,200
60,21,67,100
14,20,53,1800
59,21,80,2200
23,49,61,3900
76,37,68,800
64,11,70,200
20,43,74,2100
45,10,76,1200
33,8,52,3300
42,13,69,3200
33,32,70,3800
35,49,55,300
93,36,70,0
29,49,51,1800
94,21,65,500
60,21,58,2600
39,5,59,4000
17,38,63,600
27,11,78,0
88,35,80,3800
42,8,72,2700
15,2,73,2400
95,7,70,900
18,22,72,2400
25,33,51,3600
67,18,61,1700
42,21,68,1300
12,10,80,1900
12,35,56,2600
81,19,70,2400
91,44,69,2100
59,44,73,100
88,15,57,100
87,34,61,300
76,13,57,4000
26,9,66,3700
58,7,62,2300
55,11,56,1600
56,38,53,1600
11,34,69,3800
32,12,65,1200
67,13,61,300
104,35,59,0
59,33,80,2800
103,31,71,1200
12,14,51,3300
92,17,79,4000
40,33,80,1400
83,43,79,4000
46,12,78,1900
75,32,61,1800
75,28,63,3100
90,26,57,700
39,35,56,3700
79,10,58,2200
67,23,64,1000
32,37,59,1000
57,52,72,1800
37,4,54,2700
85,38,70,800
64,20,73,3000
93,14,69,900
103,19,68,3500
65,50,75,1200
98,14,58,800
23,36,75,2400
84,10,51,800
94,24,57,3100
79,27,58,2200
43,1,50,1000
48,44,75,400
14,48,68,3200
50,20,52,1200
75,3,61,3100
28,45,54,500
51,17,72,1400
15,22,68,3200
54,12,50,500
94,41,61,1300
34,23,58,3000
42,43,68,300
39,38,79,500
14,38,72,900
45,19,73,1600
51,32,60,4000
18,24,56,3800
35,46,52,3800
45,10,64,1900
77,19,52,2600
47,7,60,100
29,41,51,3200
52,32,61,3300
97,48,77,200
76,33,53,1300
34,49,73,500
101,31,55,200
94,22,70,3200
13,48,63,1600
95,19,76,3800
97,13,57,3000
68,14,76,600
83,8,75,300
103,18,76,1900
69,13,62,300
25,22,62,2400
109,17,67,3000
61,32,77,1100
42,8,69,2400
88,41,71,1000
93,38,62,300
62,11,71,1200
87,16,67,3800
92,1,66,3800
108,1,64,1400
20,49,54,3700
50,29,79,2900
23,52,75,100
71,27,72,2200
32,52,67,0
11,50,80,3300
38,4,69,3000
63,12,50,1700
82,26,74,3700
31,24,59,2800
78,42,75,3800
79,22,64,1100
45,6,80,1200
71,12,63,2100
48,43,70,2700
73,39,56,4000
30,22,53,2000
